-147.36, 110.09, 19.69, 77.11
-139.42, 62.58, 52.05, 348.15
-148.95, -22.76, 37.32, 116.49
177.66, -101.90, 243.35, 207.33
-111.78, -195.38, 149.79, 204.42
37.42, -75.87, 53.80, 205.80
-79.49, 27.44, 155.74, 148.50
-100.80, 181.52, 6.38, 329.42
24.18, 22.31, 188.81, 146.03
44.42, 40.72, 40.21, 359.94
-4.65, -140.66, 46.42, 48.51
-118.22, 38.17, 144.77, 127.68
59.73, 193.82, 79.41, 275.72
-147.78, -151.94, 21.36, 156.04
-156.78, 122.85, 180.52, 349.18
70.02, 107.88, 47.87, 327.29
-3.65, -98.61, 223.88, 296.35
-71.48, 51.42, 238.87, 195.37
10.34, 138.82, 107.38, 26.79
16.86, -96.92, 84.29, 99.52
-194.76, -34.50, 83.09, 43.75
192.48, -24.71, 212.18, 31.55
45.46, -125.04, 226.19, 325.30
144.84, 110.18, 50.57, 67.70
78.15, 89.41, 80.19, 35.29
49.62, 72.45, 164.69, 67.49
-153.75, -45.93, 181.99, 57.09
-8.19, 53.85, 184.52, 316.63
-28.60, 10.37, 216.56, 33.33
86.79, 139.38, 143.11, 63.15
-142.48, -18.78, 13.13, 168.32
199.26, 52.70, 90.70, 216.24
91.68, 85.22, 145.36, 45.38
-41.14, 94.26, 120.31, 192.53
-95.87, 94.18, 57.56, 274.41
-199.42, 161.57, 179.90, 169.14
-199.51, 111.10, 213.07, 127.06
14.20, -101.68, 205.89, 181.63
-21.26, -51.33, 219.58, 235.67
-53.14, -33.35, 228.27, 332.30
-36.91, 185.50, 168.28, 154.48
83.72, -161.91, 226.71, 182.31
28.04, -83.40, 173.02, 322.59
162.59, 21.16, 208.50, 24.62
150.79, -139.71, 163.62, 197.84
48.70, 105.07, 8.48, 288.09
101.43, 31.11, 102.33, 320.49
16.93, -36.33, 125.04, 108.72
-189.58, 25.65, 71.17, 229.51
-139.08, -42.90, 164.80, 9.05
121.34, 140.04, 239.15, 309.27
177.26, -70.64, 238.82, 124.29
-3.34, 85.75, 221.93, 292.24
-126.93, -119.45, 103.47, 317.41
-89.77, 2.24, 180.61, 55.69
38.08, 185.43, 85.39, 134.95
195.74, -54.63, 51.41, 319.53
104.05, -199.78, 125.97, 227.44
145.94, -184.35, 80.66, 72.57
-41.93, 31.87, 139.31, 332.96
89.58, 23.16, 239.60, 245.34
157.89, 123.09, 147.29, 159.89
17.77, 126.48, 118.83, 285.51
-23.76, -134.33, 46.94, 257.50
139.21, -22.48, 221.08, 119.57
17.09, 65.81, 211.69, 235.71
-81.52, -64.15, 188.02, 317.44
-196.33, 179.15, 205.59, 120.95
134.82, -64.04, 211.07, 350.21
-167.92, 33.04, 107.77, 256.57
-184.50, -99.02, 131.26, 346.96
139.86, 22.08, 174.32, 171.89
-81.32, -183.35, 39.83, 342.91
84.96, 95.70, 26.40, 209.06
144.60, -37.99, 180.22, 193.89
-5.85, -163.38, 18.99, 335.64
17.58, -47.75, 27.28, 251.31
42.36, 101.50, 111.77, 30.01
121.57, -113.41, 174.42, 93.16
128.18, 86.59, 121.14, 98.08
-98.53, -47.77, 36.76, 9.83
192.22, -99.31, 72.50, 297.21
-136.76, 141.81, 49.52, 115.53
99.14, -39.01, 15.03, 317.40
-18.21, 160.66, 74.39, 159.18
183.56, 52.10, 32.30, 327.04
11.51, 24.67, 123.37, 140.53
197.49, 195.56, 150.14, 200.80
48.51, 193.92, 68.31, 257.49
-127.66, -65.13, 158.49, 131.10
100.73, 132.97, 67.62, 313.43
-175.78, 105.98, 107.37, 346.94
184.67, 65.68, 25.60, 298.55
-104.93, -113.98, 176.17, 210.71
48.54, -37.82, 115.93, 182.59
80.92, -75.17, 145.77, 216.35
198.93, 145.22, 217.52, 211.14
115.01, -125.94, 188.81, 34.39
-157.60, -17.02, 167.19, 101.68
-130.83, 101.33, 50.83, 132.39
